TEST_ID	DATETIME_UTC	START_DATETIME_UTC	TEST_TYPE	APP_PLATFORM	APP_VERSION	ENGINE_VERSION	DEVICE_UUID	DEVICE_ALIAS	DEVICE	DEVICE_HWBRAND	DEVICE_HWMODEL	DEVICE_HACKED	DEVICE_BOARD_BRAND	DEVICE_BOARD_MODEL	DEVICE_CPU_BRAND	DEVICE_CPU_MODEL	DEVICE_CPU_ARCH	DEVICE_CPU_FREQUENCY	DEVICE_CPU_CORES	DEVICE_CPU_AES_SUPPORT	DEVICE_RAM	OS_NAME	OS_VERSION	OS_LOCALE	OS_KERNEL_TYPE	OS_KERNEL_VERSION	IP_VERSION	IPV4	IPV6	ISP	MOBILE_ISP	NET_TYPE	NET_TECHNO	NET_COMMENT	NET_NAME	NET_BEST_DOWNLINK_SPEED	NET_BEST_UPLINK_SPEED	MOBILE_SIM_MCC	MOBILE_SIM_MNC	MOBILE_SIM_OP	MOBILE_APN	RA_START_MODE	RA_START_CELL_GEN	RA_START_NET_MCC	RA_START_NET_MNC	RA_START_CELL_ID	RA_START_BASE_STATION_ID	RA_START_NETWORK_ID	RA_START_SYSTEM_ID	RA_START_LAC	RA_START_TAC	RA_START_PSC	RA_START_PCI	RA_START_CID	RA_START_RNC	RA_START_ENB	RA_START_ARFCN	RA_START_BANDWIDTH	RA_START_RSSI	RA_START_RSCP	RA_START_RSRP	RA_START_RSRQ	RA_START_RSSNR	RA_START_CQI	RA_START_ASU	RA_START_ECIO	RA_START_BER	RA_START_SNR	RA_START_CSI_RSRP	RA_START_CSI_RSRQ	RA_START_CSI_SINR	RA_START_SS_RSRP	RA_START_SS_RSRQ	RA_START_SS_SINR	RA_START_LEVEL	RA_START_TIMING_ADVANCE	RA_START_CARRIERS	RA_BEST_MODE	RA_BEST_CELL_GEN	RA_BEST_NET_MCC	RA_BEST_NET_MNC	RA_BEST_CELL_ID	RA_BEST_BASE_STATION_ID	RA_BEST_NETWORK_ID	RA_BEST_SYSTEM_ID	RA_BEST_LAC	RA_BEST_TAC	RA_BEST_PSC	RA_BEST_PCI	RA_BEST_CID	RA_BEST_RNC	RA_BEST_ENB	RA_BEST_ARFCN	RA_BEST_BANDWIDTH	RA_BEST_RSSI	RA_BEST_RSCP	RA_BEST_RSRP	RA_BEST_RSRQ	RA_BEST_RSSNR	RA_BEST_CQI	RA_BEST_ASU	RA_BEST_ECIO	RA_BEST_BER	RA_BEST_SNR	RA_BEST_CSI_RSRP	RA_BEST_CSI_RSRQ	RA_BEST_CSI_SINR	RA_BEST_SS_RSRP	RA_BEST_SS_RSRQ	RA_BEST_SS_SINR	RA_BEST_LEVEL	RA_BEST_TIMING_ADVANCE	RA_BEST_CARRIERS	RA_END_MODE	RA_END_CELL_GEN	RA_END_NET_MCC	RA_END_NET_MNC	RA_END_CELL_ID	RA_END_BASE_STATION_ID	RA_END_NETWORK_ID	RA_END_SYSTEM_ID	RA_END_LAC	RA_END_TAC	RA_END_PSC	RA_END_PCI	RA_END_CID	RA_END_RNC	RA_END_ENB	RA_END_ARFCN	RA_END_BANDWIDTH	RA_END_RSSI	RA_END_RSCP	RA_END_RSRP	RA_END_RSRQ	RA_END_RSSNR	RA_END_CQI	RA_END_ASU	RA_END_ECIO	RA_END_BER	RA_END_SNR	RA_END_CSI_RSRP	RA_END_CSI_RSRQ	RA_END_CSI_SINR	RA_END_SS_RSRP	RA_END_SS_RSRQ	RA_END_SS_SINR	RA_END_LEVEL	RA_END_TIMING_ADVANCE	RA_END_CARRIERS	WIFI_BSSID	WIFI_FREQUENCY	WIFI_SPOT	LOCATION_START_TYPE	LOCATION_START_FAKE	LOCATION_START_ACCURACY	LOCATION_START_LAT	LOCATION_START_LNG	LOCATION_START_ALTITUDE	LOCATION_START_ALTITUDE_ACCURACY	LOCATION_START_COUNTRY	LOCATION_START_AAL1	LOCATION_START_AAL2	LOCATION_START_LOCALITY	LOCATION_START_FULL_ADDRESS	LOCATION_END_TYPE	LOCATION_END_FAKE	LOCATION_END_ACCURACY	LOCATION_END_LAT	LOCATION_END_LNG	LOCATION_END_ALTITUDE	LOCATION_END_ALTITUDE_ACCURACY	LOCATION_END_COUNTRY	LOCATION_END_AAL1	LOCATION_END_AAL2	LOCATION_END_LOCALITY	LOCATION_END_FULL_ADDRESS	ENV_START_BATTERY_LEVEL	ENV_START_BATTERY_CHARGING	ENV_END_BATTERY_LEVEL	ENV_END_BATTERY_CHARGING	SPEED_STATUS	SPEED_SERVER_POOL_ID	SPEED_SERVER_POOL_TYPE	SPEED_SERVER_POOL_NAME	SPEED_SERVER_POOL_COUNTRY	SPEED_SERVER_POOL_LOCALITY	SPEED_SERVER_POOL_AUTOSELECT	SPEED_DOWNLOAD_AVG_EXCL_SLOWSTART	SPEED_DOWNLOAD_AVG_INC_SLOWSTART	SPEED_DOWNLOAD_PEAK	SPEED_DOWNLOAD_DURATION	SPEED_DOWNLOAD_CONNECTIONS	SPEED_DOWNLOAD_SLOWSTART_DURATION	SPEED_DOWNLOAD_CONNECTION_TIME	SPEED_DOWNLOAD_TLS_HANDSHAKE_TIME	SPEED_DOWNLOAD_PACKETLOSS	SPEED_DOWNLOAD_LOADED_LATENCY	SPEED_DOWNLOAD_LOADED_JITTER	SPEED_DOWNLOAD_BYTES_TRANSFERRED	SPEED_UPLOAD_AVG_EXCL_SLOWSTART	SPEED_UPLOAD_AVG_INC_SLOWSTART	SPEED_UPLOAD_PEAK	SPEED_UPLOAD_DURATION	SPEED_UPLOAD_CONNECTIONS	SPEED_UPLOAD_SLOWSTART_DURATION	SPEED_UPLOAD_CONNECTION_TIME	SPEED_UPLOAD_TLS_HANDSHAKE_TIME	SPEED_UPLOAD_LOADED_LATENCY	SPEED_UPLOAD_LOADED_JITTER	SPEED_UPLOAD_BYTES_TRANSFERRED	SPEED_LATENCY_AVG	SPEED_LATENCY_MIN	SPEED_LATENCY_JITTER	SPEED_LATENCY_SAMPLES	SPEED_PROTOCOL	SPEED_SOURCE_PORT_RANGE_MIN	SPEED_SOURCE_PORT_RANGE_MAX	FILE_SIZE	FILE_TYPE	FILE_URL	BROWSE_STATUS	BROWSE_PR	BROWSE_URL	BROWSE_URL_STATUS	BROWSE_URL_LOADING_TIME	BROWSE_URL_FCP	BROWSE_URL_WEIGHT	BROWSE_URL_PR	BROWSE_URL_INDEX	STREAM_QUALITY	STREAM_STATUS	STREAM_PR	STREAM_QUALITY_STATUS	STREAM_QUALITY_TOTAL_TIME	STREAM_QUALITY_PRELOADING_TIME	STREAM_QUALITY_REBUFFERING_TIME	STREAM_QUALITY_WEIGHT	STREAM_QUALITY_PR	STREAM_CODE	BYTES_TRANSFERRED	FLEET_CODE	FLEET_NAME	SCENARIO_ID	SCENARIO_NAME	SCHEDULING_NAME	EXTRA_SCRIPT	EXTRA_VALUE	WIFI_START_RSSI	WIFI_BEST_RSSI	WIFI_END_RSSI	SCHEDULED	MOBILE_MSISDN	SPEED_LATENCY_MEDIAN	SCENARIO_RUN_ID	DEVICE_ID	ISP_ID	MOBILE_ISP_ID	FORM_NAME
3519234862844809	"2024-06-14 14:46:37"	"2024-06-14 14:46:17"	speedUpload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	3796743					10115		173	7		14831	2950		-107		-107	-14	-5	8	32										1	7	1|7001|4|lte|;;2950;173;;|;;;;;	lte	4	226	10	3796743					10115		173	7		14831	2950		-107		-107	-14	-5	8	32										1	7		lte	0	0	0	3796743					10115		173	7		14831																									gps	0	4	44.43547	26.07276	105		ro			Bucharest	"Ambulatoriu SUUB, 169, Splaiul Independenței, Dealul Spirii, Sector 5, Bucharest, 050098, Romania"	gps	0	3	44.43537	26.0725	104		ro			Bucharest	"Ambulatoriu SUUB, 169, Splaiul Independenței, Dealul Spirii, Sector 5, Bucharest, 050098, Romania"	68		68		NetDown						1	0	0	0	0	0	0	0						0	0	0	0	0	0	0					0	0	0	0	none																									0	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	4b6dbdc6-50db-5547-88d2-824e4e0f6e98	9304	171614	171614	
3519234861303061	"2024-06-14 14:46:37"	"2024-06-14 14:46:28"	speedLatency	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"		none	Mobile	"Cellular network"									0	0	0																																		0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					gps	0	3	44.43537	26.07251	104		ro			Bucharest	"Ambulatoriu SUUB, 169, Splaiul Independenței, Dealul Spirii, Sector 5, Bucharest, 050098, Romania"	gps	0	3	44.43537	26.07252	104		ro			Bucharest	"Ambulatoriu SUUB, 169, Splaiul Independenței, Dealul Spirii, Sector 5, Bucharest, 050098, Romania"	68		68		NetDown						1	0	0	0	0	0	0	0						0	0	0	0	0	0	0					0	0	0	0	none																									0	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	4b6dbdc6-50db-5547-88d2-824e4e0f6e98	9304	171614		
3519234860026061	"2024-06-14 14:46:36"	"2024-06-14 14:46:30"	browse	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"		none	Mobile	"Cellular network"									0	0	0																																		0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		lteca	4	226	10	3796743					10115		173	7		14831	2950	0	-111	0	-110	-15	-4	6	31	0	0	0	0	0	0	0	0	0	1	7					gps	0	3	44.43537	26.07253	104		ro			Bucharest	"Ambulatoriu SUUB, 169, Splaiul Independenței, Dealul Spirii, Sector 5, Bucharest, 050098, Romania"	gps	0	3	44.43539	26.07259	105		ro			Bucharest	"Ambulatoriu SUUB, 169, Splaiul Independenței, Dealul Spirii, Sector 5, Bucharest, 050098, Romania"	68		68																																										OK	87.72	https://www.ancom.ro/en/	OK	1228	838	1941339	87.72												1941339	KCXNT9	"Ancom 1"	14574	"Demo "							0			4b6dbdc6-50db-5547-88d2-824e4e0f6e98	9304	171614		
3519234327059317	"2024-06-14 14:42:16"	"2024-06-14 14:40:53"	speedDownload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	2803463					10115		77	7		10951	2950		-95		-95	-9	17	12	54										3	3	1|7001|4|lte|;;2950;77;;|;;;;;	lteca	4	226	10	2803463					10115		77	7		10951	2950		-89		-93	-9	18	15											3	2		lteca	4	226	10	3847942					10115		295	6		15031	2950		-103		-102	-10	8	9	34										2	8					gps	0	3	44.4358	26.06695	108		ro			Bucharest	"Strada Leonte C. Anastasievici, Cotroceni, Sector 5, Bucharest, 050481, Romania"	network	0	400	44.43659	26.06717			ro			Bucharest	"15, Șoseaua Cotroceni, Cotroceni, Sector 6, Bucharest, 060105, Romania"	69		69		Failed						1	0	0	0	0	0	0	0						0	0	0	0	0	0	0					0	0	0	0	none																									0	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	790ba52b-1758-581a-a582-4f9b33e6f1b3	9304	171614	171614	
3519234325983452	"2024-06-14 14:42:15"	"2024-06-14 14:42:07"	speedDownload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	3847942					10115		295	6		15031	2950		-103		-101	-12	-2	7	40										2	8	1|7001|4|lte|;;2950;295;;|;;;;;	lteca	4	226	10	3847942					10115		295	6		15031	2950		-103		-101	-12	-2	7	40										2	8		lteca	4	226	10	3847942					10115		295	6		15031	2950		-111		-107	-15	1	6	26										1	9					gps	0	3	44.4342	26.06766	107		ro			Bucharest	"89, Bulevardul Eroii Sanitari, Cotroceni, Sector 5, Bucharest, 050453, Romania"	gps	0	2	44.43421	26.06706	106		ro			Bucharest	"93, Bulevardul Eroii Sanitari, Cotroceni, Sector 5, Bucharest, 050481, Romania"	69		69		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	20124	20124	23214	5034	8	0	113		0.02	291.685	14.821	12663152	0	0	0	0	0	0	0					0	0	0	0	http	59696	59762																							12663152	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	bc602576-176b-55d8-96d6-f32552751770	9304	171614	171614	
3519234307149581	"2024-06-14 14:42:06"	"2024-06-14 14:41:35"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	2803462					10115		76	6		10951	2950		-99		-98	-12	7	10	35										2	2	1|7001|4|lte|;;2950;76;;|;;;;;	lteca	4	226	10	2803462					10115		76	6		10951	2950		-97		-100	-8	9	10											2	2		lteca	4	226	10	3847942					10115		295	6		15031	2950		-105		-104	-15	-3	8	31										2	8					gps	0	4	44.43507	26.06778	107		ro			Bucharest	"8, Strada Doctor Nicolae Turnescu, Cotroceni, Sector 5, Bucharest, 050481, Romania"	gps	0	3	44.43423	26.06778	107		ro			Bucharest	"2, Strada Doctor Nicolae Turnescu, Cotroceni, Sector 5, Bucharest, 050453, Romania"	69		69																																																			360	OK	87.51	OK	11372	1318	0	543611	88.39	72etp8S3ojQ	1883923	KCXNT9	"Ancom 1"	14574	"Demo "							0			790ba52b-1758-581a-a582-4f9b33e6f1b3	9304	171614	171614	
3519234307149581	"2024-06-14 14:42:06"	"2024-06-14 14:41:35"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	2803462					10115		76	6		10951	2950		-99		-98	-12	7	10	35										2	2	1|7001|4|lte|;;2950;76;;|;;;;;	lteca	4	226	10	2803462					10115		76	6		10951	2950		-97		-100	-8	9	10											2	2		lteca	4	226	10	3847942					10115		295	6		15031	2950		-105		-104	-15	-3	8	31										2	8					gps	0	4	44.43507	26.06778	107		ro			Bucharest	"8, Strada Doctor Nicolae Turnescu, Cotroceni, Sector 5, Bucharest, 050481, Romania"	gps	0	3	44.43423	26.06778	107		ro			Bucharest	"2, Strada Doctor Nicolae Turnescu, Cotroceni, Sector 5, Bucharest, 050453, Romania"	69		69																																																			720	OK	87.51	OK	11547	1545	0	1340312	86.64	72etp8S3ojQ	1883923	KCXNT9	"Ancom 1"	14574	"Demo "							0			790ba52b-1758-581a-a582-4f9b33e6f1b3	9304	171614	171614	
3519234243067106	"2024-06-14 14:41:35"	"2024-06-14 14:41:25"	speedUpload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"		none	Mobile	"Cellular network"									0	0	0																																		0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					gps	0	2	44.43542	26.06749	107		ro			Bucharest	"14A, Strada Doctor Nicolae Turnescu, Cotroceni, Sector 5, Bucharest, 050481, Romania"	gps	0	3	44.43537	26.06752	107		ro			Bucharest	"12, Strada Doctor Nicolae Turnescu, Cotroceni, Sector 5, Bucharest, 050481, Romania"	69		69		NetDown						1	0	0	0	0	0	0	0						0	0	0	0	0	0	0					0	0	0	0	none																									0	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	790ba52b-1758-581a-a582-4f9b33e6f1b3	9304	171614		
3519234241994187	"2024-06-14 14:41:34"	"2024-06-14 14:41:26"	speedLatency	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"		none	Mobile	"Cellular network"									0	0	0																																		0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					gps	0	3	44.43532	26.06756	108		ro			Bucharest	"12, Strada Doctor Nicolae Turnescu, Cotroceni, Sector 5, Bucharest, 050481, Romania"	gps	0	3	44.43532	26.06756	108		ro			Bucharest	"12, Strada Doctor Nicolae Turnescu, Cotroceni, Sector 5, Bucharest, 050481, Romania"	69		69		NetDown						1	0	0	0	0	0	0	0						0	0	0	0	0	0	0					0	0	0	0	none																									0	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	790ba52b-1758-581a-a582-4f9b33e6f1b3	9304	171614		
3519234241019984	"2024-06-14 14:41:34"	"2024-06-14 14:41:28"	browse	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	3847942					10115		295	6		15031	2950		-111		-110	-13	-1	9	30										1	8	1|7001|4|lte|;;2950;295;;|;;;;;	lteca	4	226	10	2803462					10115		76	6		10951	2950		-107		-112	-15	2	5											1	2		lteca	4	226	10	2803462					10115		76	6		10951	2950		-107		-109	-12	2	10	28										1	2					gps	0	3	44.43522	26.06764	107		ro			Bucharest	"10, Strada Doctor Nicolae Turnescu, Cotroceni, Sector 5, Bucharest, 050481, Romania"	gps	0	3	44.4351	26.06776	107		ro			Bucharest	"8, Strada Doctor Nicolae Turnescu, Cotroceni, Sector 5, Bucharest, 050481, Romania"	69		69																																										OK	83.83	https://www.ancom.ro/en/	OK	1617	1023	1912045	83.83												1912045	KCXNT9	"Ancom 1"	14574	"Demo "							0			790ba52b-1758-581a-a582-4f9b33e6f1b3	9304	171614	171614	
3519233101685946	"2024-06-14 14:32:17"	"2024-06-14 14:32:06"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"		none	Mobile	"Cellular network"									0	0	0																																		0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					gps	0	4	44.43274	26.06956	108		ro			Bucharest	"Bl. A4, 26, Bulevardul Eroilor, Cotroceni, Sector 5, Bucharest, 050514, Romania"	gps	0	4	44.43272	26.06957	108		ro			Bucharest	"Bl. A4, 26, Bulevardul Eroilor, Cotroceni, Sector 5, Bucharest, 050514, Romania"	70		70																																																				NetDown	0								0	KCXNT9	"Ancom 1"	14574	"Demo "							0			fcd393da-2396-5abd-9848-3d699fc862af	9304	171614		
3519233100501157	"2024-06-14 14:32:17"	"2024-06-14 14:31:48"	browse	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	4288263					10115		209	7		16751	2950		-105		-104	-8	14	15											2	4	1|7001|4|lte|;;2950;209;;|;;;;;	lte	4	226	10	4288263					10115		209	7		16751	2950		-97		-97	-10	17	15											2	4		lte	0	0	0	4288263					10115		209	7		16751																									gps	0	4	44.43277	26.06924	107		ro			Bucharest	"Bl. B2, Strada Ana Davila, Cotroceni, Sector 5, Bucharest, 050514, Romania"	gps	0	4	44.43276	26.06954	108		ro			Bucharest	"Bl. A4, 26, Bulevardul Eroilor, Cotroceni, Sector 5, Bucharest, 050514, Romania"	70		70																																										NetDown	0																		0	KCXNT9	"Ancom 1"	14574	"Demo "							0			fcd393da-2396-5abd-9848-3d699fc862af	9304	171614	171614	
3519233099150212	"2024-06-14 14:32:16"	"2024-06-14 14:32:08"	speedDownload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"		none	Mobile	"Cellular network"									0	0	0																																		0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		lteca	4	226	10	4288263					10115		209	7		16751	2950	0	-97	0	-96	-11	11	9	35	0	0	0	0	0	0	0	0	0	2	4					gps	0	3	44.43269	26.06958	108		ro			Bucharest	"Bl. A4, 26, Bulevardul Eroilor, Cotroceni, Sector 5, Bucharest, 050514, Romania"	gps	0	3	44.43245	26.06936	107		ro			Bucharest	"26, Bulevardul Eroilor, Cotroceni, Sector 5, Bucharest, 050514, Romania"	70		70		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	65444	65444	89347	5029	8	0	87		0.01	199.515	8.908	41139952	0	0	0	0	0	0	0					0	0	0	0	http	41400	41466																							41139952	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	5ef3f934-a335-5699-9d1a-7f764457c8df	9304	171614		
3519232494910727	"2024-06-14 14:27:21"	"2024-06-14 14:25:19"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	5081861					18008		117	5		19851	2950		-53		-115	-15	-2	6	20										1	4	1|7001|4|lte|;;2950;117;;|;;;;;	lte	4	226	10	5081861					18008		117	5		19851	2950		-51		-114	-14	-2	6	19										1	4		lte	4	226	10	5081861					18008		117	5		19851	2950		-51		-114	-14	-2	6	21										1	4					gps	0	3	44.43161	26.06322	126		ro			Bucharest	"26, Strada Ana Davila, Cotroceni, Sector 5, Bucharest, 050663, Romania"	gps	0	3	44.43161	26.06322	126		ro			Bucharest	"26, Strada Ana Davila, Cotroceni, Sector 5, Bucharest, 050663, Romania"	71		71																																																				Failed	0								0	KCXNT9	"Ancom 1"	14574	"Demo "							0			d9b49505-9896-5d8c-b5dc-375e29e66640	9304	171614	171614	
3519232493811067	"2024-06-14 14:27:21"	"2024-06-14 14:27:11"	speedDownload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	5081861					18008		117	5		19851	2950		-51		-114	-13	-2	8	21										1	5	1|7001|4|lte|;;2950;117;;|;;;;;	lte	4	226	10	5081861					18008		117	5		19851	2950		-51		-114	-13	-2	8	21										1	5		lte	4	226	10	5081861					18008		117	5		19851	2950		-113		-116	-16	-2	4	20										0	5					gps	0	2	44.43166	26.06325	124		ro			Bucharest	"24, Strada Ana Davila, Cotroceni, Sector 5, Bucharest, 050663, Romania"	gps	0	2	44.43166	26.06326	124		ro			Bucharest	"24, Strada Ana Davila, Cotroceni, Sector 5, Bucharest, 050663, Romania"	71		71		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	24156	24156	35467	5035	8	0	625		0	312.121	38.661	15203184	0	0	0	0	0	0	0					0	0	0	0	http	45588	45634																							15203184	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	3935d987-99ef-50a9-8234-ac01486a01c3	9304	171614	171614	
3519232471751078	"2024-06-14 14:27:10"	"2024-06-14 14:26:36"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	5081861					18008		117	5		19851	2950		-113		-113	-13	-3	5	21										1	5	1|7001|4|lte|;;2950;117;;|;;;;;	lte	4	226	10	5081861					18008		117	5		19851	2950		-51		-113	-12	0	5	21										1	5		lte	4	226	10	5081861					18008		117	5		19851	2950		-51		-114	-13	-2	5	20										1	5					gps	0	2	44.43161	26.06322	126		ro			Bucharest	"26, Strada Ana Davila, Cotroceni, Sector 5, Bucharest, 050663, Romania"	gps	0	2	44.43166	26.06325	124		ro			Bucharest	"24, Strada Ana Davila, Cotroceni, Sector 5, Bucharest, 050663, Romania"	71		71																																																			360	OK	84.86	OK	11506	1402	0	423393	87.81	72etp8S3ojQ	1681733	KCXNT9	"Ancom 1"	14574	"Demo "							0			cac49e54-b738-5a4d-989d-8d89a73466c2	9304	171614	171614	
